Date time,Wind (m/s),Tout (°C)
14. 01. 2019 23:40,0.25,0.6
14. 01. 2019 23:50,0.25,0.1
15. 01. 2019 00:00,0.32,-0.5
15. 01. 2019 00:10,0.31,0.1
15. 01. 2019 00:20,0.25,-0.1
15. 01. 2019 00:30,0.2,-0.1
15. 01. 2019 01:00,0.3,1
15. 01. 2019 01:10,0.27,0.9
15. 01. 2019 01:20,0.21,0.8
15. 01. 2019 01:30,0.27,0.3
15. 01. 2019 01:40,0.24,-0.1
15. 01. 2019 01:50,0.22,-0.3
15. 01. 2019 02:00,0.2,-0.5
15. 01. 2019 02:10,0.27,-0.7
15. 01. 2019 02:20,0.29,-1.1
15. 01. 2019 02:30,0.28,-1.3
15. 01. 2019 02:40,0.24,-1.9
15. 01. 2019 02:50,0.23,-2.4
15. 01. 2019 03:00,0.2,-2.1
15. 01. 2019 03:10,0.21,-2.1
15. 01. 2019 03:20,0.18,-2
15. 01. 2019 03:30,0.19,-2.5
15. 01. 2019 03:40,0.19,-2.2
15. 01. 2019 03:50,0.25,-2.7
15. 01. 2019 04:00,0.19,-3.1
15. 01. 2019 04:10,0.19,-2.8
15. 01. 2019 04:20,0.19,-2.8
15. 01. 2019 04:30,0.2,-2.9
15. 01. 2019 04:40,0.28,-3.1
15. 01. 2019 04:50,0.21,-2.8
15. 01. 2019 05:00,0.18,-3.2
15. 01. 2019 05:10,0.18,-4.1
15. 01. 2019 05:20,0.2,-4.3
15. 01. 2019 05:30,0.19,-4.4
15. 01. 2019 05:40,0.18,-4.5
15. 01. 2019 05:50,0.17,-4.7
15. 01. 2019 06:00,0.17,-4.6
15. 01. 2019 06:10,0.16,-4.3
15. 01. 2019 06:20,0.18,-4.4
15. 01. 2019 06:30,0.2,-4.6
15. 01. 2019 06:40,0.26,-5
15. 01. 2019 06:50,0.2,-5.7
15. 01. 2019 07:00,0.18,-5.7
15. 01. 2019 07:10,0.23,-5.7
15. 01. 2019 07:20,0.36,-5.1
15. 01. 2019 07:30,0.43,-4.5
15. 01. 2019 07:40,0.39,-5.3
15. 01. 2019 07:50,0.34,-5.4
15. 01. 2019 08:00,0.29,-4.8
15. 01. 2019 08:10,0.19,-4.3
15. 01. 2019 08:20,0.2,-4.6
15. 01. 2019 08:30,0.26,-4
15. 01. 2019 08:40,0.24,-3.3
15. 01. 2019 08:50,0.29,-3.2
15. 01. 2019 09:00,0.29,-2.8
15. 01. 2019 09:10,0.35,-3.2
15. 01. 2019 09:20,0.36,-3.1
15. 01. 2019 09:30,0.33,-2.5
15. 01. 2019 09:40,0.37,-2.1
15. 01. 2019 09:50,0.39,-1.5
15. 01. 2019 10:00,0.34,-1
15. 01. 2019 10:10,0.3,-0.3
15. 01. 2019 10:20,0.26,0.3
15. 01. 2019 10:30,0.28,0.7
15. 01. 2019 10:40,0.28,1.2
15. 01. 2019 10:50,0.29,2
15. 01. 2019 11:00,0.28,2.8
15. 01. 2019 11:10,0.35,3.2
15. 01. 2019 11:20,0.3,3.3
15. 01. 2019 11:30,0.28,3.7
15. 01. 2019 11:40,0.25,4.2
15. 01. 2019 11:50,0.19,4.5
15. 01. 2019 12:00,0.22,5.3
15. 01. 2019 12:10,0.25,5.5
15. 01. 2019 12:20,0.24,5.6
15. 01. 2019 12:30,0.28,6.1
15. 01. 2019 12:40,0.29,6.1
15. 01. 2019 12:50,0.25,6.4
15. 01. 2019 13:00,0.22,6.5
15. 01. 2019 13:10,0.26,6.8
15. 01. 2019 13:20,0.23,6.7
15. 01. 2019 13:30,0.24,6.5
15. 01. 2019 13:40,0.25,6.7
15. 01. 2019 16:20,0.34,4.3
15. 01. 2019 16:40,0.37,3.7
15. 01. 2019 16:50,0.35,3.7
15. 01. 2019 17:00,0.34,3.4
15. 01. 2019 17:10,0.34,3.5
15. 01. 2019 17:20,0.34,3.1
15. 01. 2019 17:30,0.34,2.8
15. 01. 2019 17:40,0.33,2.5
15. 01. 2019 17:50,0.33,2.3
15. 01. 2019 18:00,0.32,1.9
15. 01. 2019 18:10,0.32,1.3
15. 01. 2019 18:20,0.33,1.1
15. 01. 2019 18:30,0.32,1.3
15. 01. 2019 18:40,0.33,1
15. 01. 2019 18:50,0.35,0.4
15. 01. 2019 19:00,0.36,0.2
15. 01. 2019 19:10,0.36,0.1
15. 01. 2019 19:20,0.37,-0.2
15. 01. 2019 19:30,0.35,-0.2
15. 01. 2019 19:40,0.35,-0.5
15. 01. 2019 19:50,0.37,-1
15. 01. 2019 20:00,0.38,-0.7
15. 01. 2019 20:10,0.41,-0.6
15. 01. 2019 20:20,0.4,-0.1
15. 01. 2019 20:30,0.38,-0.7
15. 01. 2019 20:40,0.4,-0.2
15. 01. 2019 20:50,0.4,0.2
15. 01. 2019 21:00,0.41,0
15. 01. 2019 21:10,0.43,0.1
15. 01. 2019 21:20,0.43,0.2
15. 01. 2019 21:30,0.44,0.5
15. 01. 2019 22:10,0.41,0.7
16. 01. 2019 01:20,0.42,0.9
16. 01. 2019 01:30,0.43,0.4
16. 01. 2019 01:40,0.45,0.4
16. 01. 2019 04:40,0.54,1.5
17. 01. 2019 23:50,0.29,6.4
18. 01. 2019 00:00,0.29,6.3
18. 01. 2019 00:50,0.29,6.1
18. 01. 2019 01:00,0.28,6.1
18. 01. 2019 02:30,0.31,5.9
18. 01. 2019 02:40,0.27,5.9
18. 01. 2019 02:50,0.29,5.8
18. 01. 2019 03:40,0.25,5.5
18. 01. 2019 03:50,0.24,5.4
18. 01. 2019 04:00,0.22,5.4
18. 01. 2019 04:10,0.21,5.5
18. 01. 2019 04:20,0.21,5.4
18. 01. 2019 04:30,0.21,5.4
18. 01. 2019 04:40,0.22,5.5
18. 01. 2019 04:50,0.24,5.6
18. 01. 2019 05:00,0.23,5.6
18. 01. 2019 06:00,0.2,5.8
18. 01. 2019 06:10,0.17,5.8
18. 01. 2019 06:20,0.16,5.7
18. 01. 2019 06:30,0.12,5.6
18. 01. 2019 06:40,0.12,5.6
18. 01. 2019 06:50,0.07,5.6
18. 01. 2019 07:00,-0.13,5.4
18. 01. 2019 09:00,0.08,0.2
18. 01. 2019 10:10,0.15,0.7
18. 01. 2019 10:20,0.18,0.6
18. 01. 2019 10:30,0.21,0.6
18. 01. 2019 10:40,0.23,0.5
18. 01. 2019 10:50,0.17,0.4
18. 01. 2019 11:00,0.16,0.3
18. 01. 2019 11:10,0.25,0.5
18. 01. 2019 11:20,0.17,0.5
18. 01. 2019 11:30,0.14,0.6
18. 01. 2019 13:30,0.02,0.8
18. 01. 2019 16:20,0.23,0.5
18. 01. 2019 16:30,0.28,0.5
18. 01. 2019 16:50,0.12,0.5
18. 01. 2019 17:00,0.15,0.5
18. 01. 2019 17:20,0.13,0.5
18. 01. 2019 17:30,0.11,0.5
18. 01. 2019 20:50,0.17,-0.3
18. 01. 2019 21:10,0.21,-0.4
18. 01. 2019 22:40,0.02,-0.7
18. 01. 2019 23:20,0.05,-0.7
18. 01. 2019 23:30,0.16,-0.8
19. 01. 2019 01:00,0.11,-0.7
19. 01. 2019 01:20,0.24,-0.6
19. 01. 2019 01:30,0.17,-0.6
19. 01. 2019 01:40,0.18,-0.7
19. 01. 2019 01:50,0.23,-0.7
19. 01. 2019 02:00,0.22,-0.7
19. 01. 2019 02:10,0.17,-0.7
19. 01. 2019 02:20,0.11,-0.7
19. 01. 2019 04:30,0.13,-0.8
19. 01. 2019 04:50,0.13,-0.7
19. 01. 2019 05:50,0.07,-0.8
20. 01. 2019 06:40,0.1,-3.8
20. 01. 2019 07:10,0.17,-4.2
20. 01. 2019 08:10,0.14,-4.4
20. 01. 2019 08:50,0.13,-3.9
20. 01. 2019 15:20,0.09,-0.4
20. 01. 2019 15:30,0.11,-0.4
20. 01. 2019 15:40,0.07,-0.6
20. 01. 2019 15:50,0.03,-0.7
20. 01. 2019 16:00,0.06,-0.7
21. 01. 2019 09:20,0.27,-1.9
21. 01. 2019 11:40,0.28,-1.8
21. 01. 2019 16:50,0.26,-2
21. 01. 2019 18:50,0.26,-2.5
21. 01. 2019 19:30,0.3,-2.5
21. 01. 2019 19:40,0.32,-2.4
21. 01. 2019 19:50,0.35,-2.4
21. 01. 2019 20:00,0.32,-2.4
21. 01. 2019 20:10,0.32,-2.4
21. 01. 2019 20:30,0.32,-2.4
21. 01. 2019 20:40,0.3,-2.4
21. 01. 2019 22:00,0.25,-2.3
21. 01. 2019 22:10,0.21,-2.3
21. 01. 2019 22:20,0.2,-2.3
22. 01. 2019 00:40,0.14,-2.6
23. 01. 2019 02:40,0.28,-4.1
24. 01. 2019 20:00,-0.05,-1.7
25. 01. 2019 18:00,0.1,-4.4
26. 01. 2019 13:10,0.06,-1.8
26. 01. 2019 13:30,0.08,-1.4
26. 01. 2019 13:40,0.12,-1.1
26. 01. 2019 13:50,0.09,-1
26. 01. 2019 14:00,0.14,-1
26. 01. 2019 14:10,0.17,-0.9
26. 01. 2019 14:20,0.18,-0.5
26. 01. 2019 14:30,0.17,-0.4
26. 01. 2019 14:40,0.19,-0.4
26. 01. 2019 14:50,0.18,0
26. 01. 2019 15:00,0.2,-0.1
26. 01. 2019 15:10,0.22,0.1
26. 01. 2019 15:20,0.2,-0.3
26. 01. 2019 15:30,0.2,-0.3
26. 01. 2019 15:40,0.22,-0.3
26. 01. 2019 15:50,0.23,0
26. 01. 2019 16:00,0.24,0.1
26. 01. 2019 16:10,0.26,0
26. 01. 2019 16:20,0.25,-0.4
26. 01. 2019 16:30,0.23,-0.8
26. 01. 2019 16:40,0.23,-1.2
26. 01. 2019 16:50,0.25,-1.4
26. 01. 2019 17:00,0.25,-1.6
26. 01. 2019 17:10,0.26,-1.9
26. 01. 2019 17:20,0.24,-2.1
26. 01. 2019 17:30,0.29,-2.1
26. 01. 2019 17:40,0.29,-2.2
26. 01. 2019 17:50,0.28,-2.2
26. 01. 2019 18:00,0.28,-2.5
26. 01. 2019 18:10,0.3,-2.9
26. 01. 2019 18:20,0.31,-3.1
26. 01. 2019 18:30,0.27,-3.2
26. 01. 2019 18:40,0.29,-3.1
26. 01. 2019 18:50,0.3,-3.1
26. 01. 2019 19:00,0.29,-3.2
26. 01. 2019 19:10,0.29,-3.5
26. 01. 2019 19:20,0.3,-3.7
26. 01. 2019 19:30,0.29,-3.8
26. 01. 2019 19:40,0.28,-3.9
26. 01. 2019 19:50,0.28,-4
26. 01. 2019 20:00,0.33,-4.1
26. 01. 2019 20:10,0.35,-4.2
26. 01. 2019 20:20,0.33,-4.3
26. 01. 2019 20:30,0.33,-4.4
26. 01. 2019 20:40,0.27,-4.5
26. 01. 2019 20:50,0.28,-4.6
26. 01. 2019 21:00,0.3,-4.5
26. 01. 2019 21:10,0.3,-4.5
26. 01. 2019 21:20,0.28,-4.4
26. 01. 2019 21:30,0.28,-4.6
26. 01. 2019 21:40,0.3,-4.9
26. 01. 2019 21:50,0.3,-4.9
26. 01. 2019 22:00,0.31,-4.7
26. 01. 2019 22:10,0.32,-4.7
26. 01. 2019 22:20,0.31,-4.6
26. 01. 2019 22:30,0.3,-4.5
26. 01. 2019 22:40,0.31,-4.4
26. 01. 2019 22:50,0.31,-4.3
26. 01. 2019 23:00,0.33,-4.3
26. 01. 2019 23:10,0.33,-4.2
26. 01. 2019 23:20,0.32,-4.5
26. 01. 2019 23:30,0.31,-4.8
26. 01. 2019 23:40,0.33,-4.9
26. 01. 2019 23:50,0.33,-4.8
27. 01. 2019 00:00,0.3,-4.6
27. 01. 2019 00:10,0.29,-4.5
27. 01. 2019 00:20,0.3,-4.6
27. 01. 2019 00:30,0.31,-4.7
27. 01. 2019 00:40,0.29,-4.8
27. 01. 2019 00:50,0.31,-5.1
27. 01. 2019 01:00,0.31,-5.4
27. 01. 2019 01:10,0.3,-5.5
27. 01. 2019 01:20,0.31,-5.6
27. 01. 2019 01:30,0.32,-5.8
27. 01. 2019 01:40,0.31,-5.9
27. 01. 2019 01:50,0.3,-6
27. 01. 2019 02:00,0.28,-6
27. 01. 2019 02:10,0.33,-6.6
27. 01. 2019 02:20,0.34,-6.6
27. 01. 2019 02:30,0.3,-6.7
27. 01. 2019 02:40,0.25,-6.5
27. 01. 2019 02:50,0.29,-6.7
27. 01. 2019 03:00,0.27,-6.8
27. 01. 2019 03:10,0.28,-7.1
27. 01. 2019 03:20,0.26,-7.4
27. 01. 2019 03:30,0.26,-7.6
27. 01. 2019 03:40,0.29,-7.7
27. 01. 2019 03:50,0.3,-7.7
27. 01. 2019 04:00,0.3,-8
27. 01. 2019 04:10,0.28,-8.1
27. 01. 2019 04:20,0.3,-8.2
27. 01. 2019 04:30,0.29,-8.1
27. 01. 2019 04:40,0.3,-8.2
27. 01. 2019 04:50,0.33,-8.4
27. 01. 2019 05:00,0.33,-8.5
27. 01. 2019 05:10,0.34,-8.6
27. 01. 2019 05:20,0.35,-8.6
27. 01. 2019 05:30,0.32,-8.6
27. 01. 2019 05:40,0.29,-8.4
27. 01. 2019 05:50,0.31,-8.5
27. 01. 2019 06:00,0.3,-8.9
27. 01. 2019 06:10,0.29,-8.8
27. 01. 2019 06:20,0.28,-8.9
27. 01. 2019 06:30,0.28,-8.8
27. 01. 2019 06:40,0.31,-9.1
27. 01. 2019 06:50,0.31,-9.3
27. 01. 2019 07:00,0.33,-9.1
27. 01. 2019 07:10,0.32,-9.1
27. 01. 2019 07:20,0.3,-8.8
27. 01. 2019 07:30,0.31,-8.5
27. 01. 2019 07:40,0.33,-8.7
27. 01. 2019 07:50,0.32,-9.2
27. 01. 2019 08:00,0.33,-8.9
27. 01. 2019 08:10,0.32,-8.7
27. 01. 2019 08:20,0.33,-8.8
27. 01. 2019 08:30,0.32,-8.6
27. 01. 2019 08:40,0.31,-8.3
27. 01. 2019 08:50,0.3,-7.8
27. 01. 2019 09:00,0.31,-7.6
27. 01. 2019 09:10,0.33,-7.6
27. 01. 2019 09:20,0.33,-7.5
27. 01. 2019 09:30,0.33,-7
27. 01. 2019 09:40,0.34,-6.6
27. 01. 2019 09:50,0.33,-6.1
27. 01. 2019 10:00,0.33,-5.5
27. 01. 2019 10:10,0.35,-4.8
27. 01. 2019 10:20,0.31,-3.8
27. 01. 2019 10:30,0.33,-1.9
27. 01. 2019 10:40,0.34,0.4
27. 01. 2019 10:50,0.32,2.2
27. 01. 2019 15:40,0.25,4.6
27. 01. 2019 15:50,0.24,4.6
27. 01. 2019 16:00,0.28,4.5
27. 01. 2019 16:10,0.29,4.5
27. 01. 2019 16:30,0.27,4.4
27. 01. 2019 16:40,0.27,4.4
27. 01. 2019 16:50,0.29,4.3
27. 01. 2019 17:30,0.27,4.2
27. 01. 2019 17:40,0.25,4.1
27. 01. 2019 17:50,0.23,4.1
27. 01. 2019 18:10,0.25,4.3
27. 01. 2019 18:30,0.22,4.2
27. 01. 2019 18:40,0.21,4.1
27. 01. 2019 18:50,0.2,4.1
27. 01. 2019 19:00,0.2,4.1
27. 01. 2019 19:10,0.21,4.1
27. 01. 2019 19:20,0.24,4.4
28. 01. 2019 02:10,0.29,3.2
28. 01. 2019 02:30,0.27,2.9
28. 01. 2019 02:40,0.23,2.7
28. 01. 2019 02:50,0.23,2.7
28. 01. 2019 03:00,0.23,2.7
28. 01. 2019 03:10,0.25,2.7
28. 01. 2019 03:20,0.24,2.9
28. 01. 2019 03:30,0.24,3
28. 01. 2019 03:40,0.25,2.6
28. 01. 2019 03:50,0.22,2.6
28. 01. 2019 04:00,0.23,2.6
28. 01. 2019 04:10,0.2,2.7
28. 01. 2019 04:20,0.17,2.6
28. 01. 2019 04:30,0.21,2.4
28. 01. 2019 04:40,0.23,2.4
28. 01. 2019 04:50,0.23,2.5
28. 01. 2019 05:00,0.19,2.3
28. 01. 2019 05:10,0.24,2.2
28. 01. 2019 05:20,0.22,2.1
28. 01. 2019 05:30,0.23,2.2
28. 01. 2019 05:40,0.24,2.1
28. 01. 2019 05:50,0.24,2
28. 01. 2019 06:00,0.2,1.9
28. 01. 2019 06:10,0.18,1.8
28. 01. 2019 06:20,0.16,1.9
28. 01. 2019 06:30,0.14,2.1
28. 01. 2019 06:40,0.15,2
28. 01. 2019 06:50,0.17,2
28. 01. 2019 07:00,0.14,1.9
28. 01. 2019 07:10,0.16,1.7
28. 01. 2019 07:20,0.15,1.7
28. 01. 2019 07:30,0.13,1.7
28. 01. 2019 07:40,0.13,1.6
28. 01. 2019 07:50,0.1,1.5
28. 01. 2019 08:00,0.12,1.4
28. 01. 2019 08:10,0.13,1.5
28. 01. 2019 08:20,0.12,1.5
28. 01. 2019 08:30,0.09,1.5
28. 01. 2019 08:40,0.08,1.6
28. 01. 2019 08:50,0.04,1.6
28. 01. 2019 09:00,0.01,1.6
28. 01. 2019 09:10,0.05,1.4
28. 01. 2019 12:40,0.08,1.9
28. 01. 2019 12:50,0.2,1.8
28. 01. 2019 13:00,0.18,1.8
28. 01. 2019 13:10,0.21,1.9
28. 01. 2019 13:20,0.19,2
28. 01. 2019 13:30,0.17,2.1
28. 01. 2019 13:40,0.15,2.1
28. 01. 2019 13:50,0.18,2.1
28. 01. 2019 14:00,0.14,1.9
28. 01. 2019 14:40,0.06,1.1
28. 01. 2019 14:50,0.07,1
28. 01. 2019 15:00,0.14,1
28. 01. 2019 15:10,0.16,0.9
28. 01. 2019 15:20,0.12,0.9
28. 01. 2019 15:30,0.12,0.8
28. 01. 2019 15:40,0.12,0.7
28. 01. 2019 15:50,0.1,0.6
28. 01. 2019 16:10,-0.05,0.7
28. 01. 2019 17:10,0.08,0.7
28. 01. 2019 17:20,0.16,0.7
28. 01. 2019 17:30,0.18,0.7
28. 01. 2019 17:40,0.17,0.5
28. 01. 2019 17:50,0.2,0.5
28. 01. 2019 18:00,0.2,0.6
28. 01. 2019 18:20,0.19,0.6
28. 01. 2019 18:30,0.16,0.6
28. 01. 2019 18:40,0.12,0.6
28. 01. 2019 18:50,0.11,0.7
28. 01. 2019 19:00,0.09,0.6
28. 01. 2019 19:10,0.07,0.6
28. 01. 2019 19:20,-0.03,0.6
28. 01. 2019 21:30,0.03,0.7
28. 01. 2019 21:40,-0.05,0.8
28. 01. 2019 22:40,0.14,0.7
28. 01. 2019 22:50,0.16,0.7
28. 01. 2019 23:00,0.2,0.5
28. 01. 2019 23:10,0.21,0.5
28. 01. 2019 23:20,0.17,0.4
28. 01. 2019 23:30,0.11,0.4
28. 01. 2019 23:40,0.1,0.4
28. 01. 2019 23:50,0.07,0.4
29. 01. 2019 00:00,0.06,0.4
29. 01. 2019 00:10,0.05,0.3
29. 01. 2019 01:30,0.09,0
29. 01. 2019 02:00,0.11,0
29. 01. 2019 04:30,0.13,-0.3
29. 01. 2019 04:40,0.11,-0.3
29. 01. 2019 05:00,0.12,-0.4
29. 01. 2019 05:10,0.13,-0.4
29. 01. 2019 05:30,0.14,-0.5
29. 01. 2019 05:40,0.14,-0.4
29. 01. 2019 05:50,0.12,-0.3
29. 01. 2019 06:00,0.1,-0.4
29. 01. 2019 10:40,0.1,0.7
29. 01. 2019 12:20,0.08,1.9
29. 01. 2019 12:30,0.09,2
29. 01. 2019 12:50,0.09,2.4
29. 01. 2019 13:00,0.14,2.6
29. 01. 2019 13:20,0.1,2.9
29. 01. 2019 13:30,0.11,2.8
29. 01. 2019 13:40,0.11,2.8
29. 01. 2019 13:50,0.14,2.8
29. 01. 2019 14:00,0.1,2.9
29. 01. 2019 17:10,0.25,1.1
29. 01. 2019 17:20,0.28,0.9
29. 01. 2019 17:30,0.26,0.7
29. 01. 2019 17:40,0.25,0.7
29. 01. 2019 17:50,0.22,0.6
29. 01. 2019 18:00,0.2,0.4
29. 01. 2019 18:10,0.23,0.4
29. 01. 2019 18:20,0.24,0.3
29. 01. 2019 18:30,0.25,0.3
29. 01. 2019 18:40,0.23,0.2
29. 01. 2019 18:50,0.19,0.3
29. 01. 2019 19:00,0.23,0.1
29. 01. 2019 19:10,0.23,0.1
29. 01. 2019 20:10,0.27,-0.5
29. 01. 2019 20:20,0.26,-0.5
29. 01. 2019 20:30,0.27,-0.5
29. 01. 2019 21:20,0.27,-0.3
29. 01. 2019 21:40,0.25,-0.5
29. 01. 2019 21:50,0.24,-0.5
29. 01. 2019 22:00,0.25,-0.5
29. 01. 2019 22:10,0.24,-0.5
29. 01. 2019 22:20,0.23,-0.5
29. 01. 2019 22:30,0.21,-0.4
29. 01. 2019 22:40,0.23,-0.5
29. 01. 2019 22:50,0.23,-0.6
29. 01. 2019 23:00,0.26,-0.7
29. 01. 2019 23:10,0.25,-0.8
29. 01. 2019 23:20,0.25,-0.8
29. 01. 2019 23:40,0.25,-0.7
29. 01. 2019 23:50,0.24,-0.9
30. 01. 2019 00:00,0.25,-0.9
30. 01. 2019 00:10,0.25,-1
30. 01. 2019 00:20,0.26,-1.1
30. 01. 2019 00:30,0.26,-1.2
30. 01. 2019 00:40,0.24,-1.3
30. 01. 2019 00:50,0.25,-1.4
30. 01. 2019 01:00,0.26,-1.3
30. 01. 2019 01:10,0.27,-1.4
30. 01. 2019 01:20,0.26,-1.7
30. 01. 2019 01:30,0.24,-1.7
30. 01. 2019 01:40,0.23,-1.7
30. 01. 2019 01:50,0.22,-1.8
30. 01. 2019 02:00,0.25,-1.8
30. 01. 2019 02:10,0.25,-1.7
30. 01. 2019 02:20,0.27,-1.7
30. 01. 2019 02:50,0.27,-1.9
30. 01. 2019 03:00,0.29,-1.9
30. 01. 2019 03:20,0.3,-2
30. 01. 2019 03:40,0.26,-2.3
30. 01. 2019 03:50,0.25,-2.5
30. 01. 2019 04:20,0.25,-2.1
30. 01. 2019 04:30,0.23,-2.2
30. 01. 2019 04:40,0.22,-2.4
30. 01. 2019 04:50,0.23,-2.6
30. 01. 2019 05:00,0.25,-2.8
30. 01. 2019 05:10,0.26,-2.8
30. 01. 2019 05:20,0.24,-2.5
30. 01. 2019 05:30,0.23,-2.4
30. 01. 2019 05:40,0.24,-2.4
30. 01. 2019 05:50,0.23,-2.2
30. 01. 2019 06:00,0.25,-2.2
30. 01. 2019 06:10,0.25,-2.1
30. 01. 2019 06:20,0.25,-2.2
30. 01. 2019 06:30,0.25,-2.1
30. 01. 2019 06:40,0.24,-2.5
30. 01. 2019 06:50,0.2,-2.9
30. 01. 2019 07:00,0.18,-2.9
30. 01. 2019 07:10,0.19,-2.8
30. 01. 2019 07:20,0.21,-2.9
30. 01. 2019 07:30,0.24,-2.9
30. 01. 2019 07:40,0.25,-2.7
30. 01. 2019 07:50,0.25,-2.5
30. 01. 2019 08:00,0.23,-2.7
30. 01. 2019 08:10,0.26,-2.6
30. 01. 2019 08:20,0.25,-2.7
30. 01. 2019 08:30,0.24,-2.4
30. 01. 2019 08:40,0.21,-1.9
30. 01. 2019 08:50,0.2,-1.6
30. 01. 2019 09:00,0.2,-1.2
30. 01. 2019 09:10,0.21,-1
30. 01. 2019 09:20,0.22,-1.4
30. 01. 2019 09:30,0.22,-1.2
30. 01. 2019 09:40,0.23,-0.6
30. 01. 2019 09:50,0.22,-0.1
30. 01. 2019 10:00,0.24,0.2
30. 01. 2019 10:10,0.22,-0.1
30. 01. 2019 10:20,0.2,-0.1
30. 01. 2019 10:30,0.19,0.3
30. 01. 2019 10:40,0.2,0.5
30. 01. 2019 10:50,0.19,0.9
30. 01. 2019 11:00,0.21,1
30. 01. 2019 11:10,0.19,1.1
30. 01. 2019 11:20,0.21,1.2
30. 01. 2019 11:30,0.19,1.3
30. 01. 2019 11:40,0.22,1.6
30. 01. 2019 11:50,0.2,1.7
30. 01. 2019 12:00,0.21,2
30. 01. 2019 12:10,0.19,1.6
30. 01. 2019 12:20,0.18,2
30. 01. 2019 12:30,0.2,2.5
30. 01. 2019 12:40,0.23,3
30. 01. 2019 12:50,0.2,2.4
30. 01. 2019 13:00,0.22,3
30. 01. 2019 13:10,0.25,2.7
30. 01. 2019 13:20,0.23,2.4
30. 01. 2019 13:30,0.22,2.4
30. 01. 2019 13:40,0.22,2.5
30. 01. 2019 13:50,0.21,2.7
30. 01. 2019 14:00,0.23,2.8
30. 01. 2019 14:10,0.23,2.9
30. 01. 2019 14:20,0.22,2.9
30. 01. 2019 14:30,0.22,2.7
30. 01. 2019 14:40,0.21,2.8
30. 01. 2019 14:50,0.21,2.9
30. 01. 2019 15:00,0.2,2.9
30. 01. 2019 15:10,0.2,3
30. 01. 2019 15:20,0.19,2.9
30. 01. 2019 15:30,0.17,2.9
30. 01. 2019 15:40,0.17,2.9
30. 01. 2019 15:50,0.17,2.6
30. 01. 2019 16:00,0.17,2
30. 01. 2019 16:10,0.15,1.8
30. 01. 2019 16:20,0.18,1.6
30. 01. 2019 16:30,0.18,1.5
30. 01. 2019 16:40,0.19,1.3
30. 01. 2019 16:50,0.18,1.2
30. 01. 2019 17:00,0.14,1.1
30. 01. 2019 17:10,0.15,1
30. 01. 2019 20:10,0.21,-0.5
30. 01. 2019 20:20,0.25,-0.5
30. 01. 2019 20:30,0.26,-0.5
30. 01. 2019 20:40,0.26,-0.5
30. 01. 2019 20:50,0.24,-0.5
30. 01. 2019 21:00,0.2,-0.6
30. 01. 2019 21:10,0.19,-0.7
30. 01. 2019 21:20,0.24,-0.7
30. 01. 2019 21:30,0.24,-0.7
30. 01. 2019 21:40,0.23,-0.8
30. 01. 2019 21:50,0.18,-0.8
30. 01. 2019 22:00,0.14,-0.8
30. 01. 2019 22:10,0.16,-0.8
30. 01. 2019 22:20,0.15,-0.7
30. 01. 2019 22:30,0.19,-0.7
30. 01. 2019 23:00,0.08,-0.8
31. 01. 2019 04:30,-0.15,-1
31. 01. 2019 04:40,-0.12,-0.9
31. 01. 2019 05:00,0.07,-0.9
31. 01. 2019 05:10,-0.06,-1
31. 01. 2019 05:20,0.07,-1
31. 01. 2019 05:30,0.09,-1
31. 01. 2019 05:40,0.15,-1.1
31. 01. 2019 06:00,0.14,-1.2
31. 01. 2019 06:10,0.14,-1.3
31. 01. 2019 06:20,0.19,-1.4
31. 01. 2019 06:30,0.25,-1.4
31. 01. 2019 06:40,0.32,-1.4
31. 01. 2019 06:50,0.3,-1.5
31. 01. 2019 07:00,0.31,-1.5
31. 01. 2019 07:10,0.31,-1.5
31. 01. 2019 07:20,0.31,-1.5
31. 01. 2019 07:30,0.3,-1.5
31. 01. 2019 07:40,0.31,-1.5
31. 01. 2019 07:50,0.31,-1.6
31. 01. 2019 08:00,0.26,-1.6
31. 01. 2019 08:10,0.22,-1.7
31. 01. 2019 08:20,0.25,-1.7
31. 01. 2019 08:30,0.33,-1.7
31. 01. 2019 08:40,0.35,-1.7
31. 01. 2019 08:50,0.3,-1.7
31. 01. 2019 09:00,0.28,-1.6
31. 01. 2019 09:20,0.23,-1.6
31. 01. 2019 09:50,0.23,-1.5
31. 01. 2019 10:00,0.25,-1.5
31. 01. 2019 10:10,0.25,-1.4
31. 01. 2019 10:30,0.21,-1.3
31. 01. 2019 10:40,0.23,-1.3
31. 01. 2019 10:50,0.18,-1.2
31. 01. 2019 11:00,0.16,-1.2
31. 01. 2019 11:10,0.19,-1.1
31. 01. 2019 11:20,0.18,-1.1
31. 01. 2019 11:30,0.17,-1
31. 01. 2019 11:40,0.16,-0.9
31. 01. 2019 12:00,0.22,-0.8
31. 01. 2019 12:10,0.18,-0.7
31. 01. 2019 12:20,0.18,-0.7
31. 01. 2019 12:30,0.2,-0.7
31. 01. 2019 12:50,0.16,-0.6
31. 01. 2019 13:00,0.16,-0.5
31. 01. 2019 13:10,0.16,-0.3
31. 01. 2019 13:30,0.19,-0.3
31. 01. 2019 14:00,0.17,-0.2
31. 01. 2019 14:10,0.2,-0.1
31. 01. 2019 14:20,0.19,0
31. 01. 2019 14:30,0.18,0.2
31. 01. 2019 14:40,0.22,0.2
31. 01. 2019 14:50,0.17,0.5
31. 01. 2019 15:00,0.19,0.7
